Phrases;nb Quotes;nb Mots;nb Maj;Entit�s Nomm�es (Nom propres);Entit�s Nomm�es (FULL);Mots annonciateurs
Sport Roland-Garros Quatorze ans après leur premier duel, le Suisse affronte l’Espagnol, vendredi, en demi-finale, éternel rival qu’il n’a jamais réussi à renverser sur la terre battue parisienne.;0;28;5;0;0;0
 Le revenant de la porte d’Auteuil contre le maître des lieux.;0;12;1;0;0;0
 Le n° 3 mondial contre son dauphin au classement.;0;9;0;0;0;0
 Roger Federer contre Rafael Nadal.;0;6;3;1;1;0
 Depuis que le tirage au sort les a placés tous les deux dans la même partie de tableau, le clasico des demi-finales était l’objet de tous les fantasmes.;0;29;0;0;0;0
 Le 39e duel aura bien lieu, vendredi 7 juin.;0;8;0;0;0;0
 Mais au fond, on n’y croyait qu’à moitié.;0;9;0;0;0;0
 Les intéressés aussi.;0;4;0;0;0;0
 Le Suisse avait séché les trois dernières éditions du Grand Chelem parisien.;0;13;3;0;0;0
 Pour son retour sur terre après deux années de jachère, il a plutôt convaincu à Madrid, en mai, où l’altitude – 657 m – rend les conditions de jeu rapides.;0;29;1;0;1;0
 A Rome, quelques jours plus tard, légèrement touché à la jambe droite, il n’a voulu prendre aucun risque, préférant se retirer avant son quart de finale.;0;27;1;0;1;0
 En arrivant à Paris, Federer était dans le flou, et a donc choisi d’afficher des ambitions très françaises.;0;19;2;1;1;0
 Manière de se protéger, de s’ôter un peu de pression.;0;11;0;0;0;0
 Mais un champion digne de ce nom nourrit forcément des attentes.;0;12;0;0;0;0
 C’est même ce qui le fait gagner.;0;8;0;0;0;0
 A Madrid et à Rome, Federer avait fait du Federer : de l’attaque, toujours de l’attaque, encore de l’attaque.;0;19;4;1;1;0
 Mais on ne gagne pas Roland comme ça, surtout en trois sets gagnants, rétorquaient les sceptiques.;0;17;1;0;0;0
 Lui n’a pas cherché à se renier.;0;8;0;0;0;0
 Face à l’Italien Lorenzo Sonego, l’Allemand Oscar Otte, le Norvégien Casper Ruud et l’Argentin Leonardo Mayer, la prise de risque était mesurée, malgré tout le respect qu’on leur doit.;0;30;12;1;1;0
 Contre un adversaire du calibre de Stan Wawrinka, en quarts de finale, on allait enfin être fixé.;0;18;2;1;1;0
 On est venu, on a vu, il a vaincu.;0;10;0;0;0;0
 Les cannes ont bientôt 38 ans mais il continue de faire la leçon aux jeunots.;0;15;0;0;0;0
 Le public se pâme encore devant ses arabesques et ses coups sortis du chapeau.;0;15;0;0;0;0
 Son service est efficace, son revers tantôt foudroyant, tantôt ouaté, version chopée.;0;13;0;0;0;0
 En quarts de finale, il a su résister à la lourdeur de celui de son compatriote et, mieux, le neutraliser.;0;21;0;0;0;0
 Certes, il lui arrive de vendanger au smash ou au filet, mais la légende encore vivante repousse un peu plus chaque jour la date limite de consommation.;0;28;0;0;0;0
 Au moment où il se qualifiait pour les demi-finales, mardi 4 juin, Rafael Nadal achevait, lui, son travail de sape face à Kei Nishikori.;0;24;4;1;1;0
 Le Japonais eut droit au même traitement que les quatre adversaires précédents, et que la petite centaine de victimes du Majorquin à Roland : une masterclass.;0;26;3;0;1;0
 Seul le Belge David Goffin a réussi à lui prendre un set en huitième.;0;15;3;1;1;0
 Huit ans que les deux hommes ne s’étaient plus affrontés… La première fois, Nadal avait 19 ans, Federer 23.;0;19;3;1;1;0
 Cinq duels (2005, 2006, 2007, 2008 et 2011), cinq dénouements identiques.;0;12;0;0;0;0
 A Roland, le Suisse n’a jamais trouvé la faille pour déchoir le roi.;0;14;2;0;0;0
 Lui dégainera l’arme fatale, celle qui a toujours annihilé le revers du Suisse : le coup droit lifté, qui prend l’adversaire à la gorge jusqu’à l’asphyxie.;0;26;1;0;0;0
 L’équation paraît insoluble pour le Suisse : c’est simple, sur la terre battue parisienne, Nadal n’a jamais perdu contre un revers à une main.;0;24;2;1;1;0
 Sauf à compter sur un signe de la providence.;0;10;0;0;0;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique FORD FUSION 5200 € 83 FIAT DUCATO 19490 € 94 NISSAN QASHQAI 21970 € 77 Recherche Dans la même rubrique Services LEXUS LS 17990 € 95 FIAT DUCATO 19490 € 94 KIA RIO 6990 € 74 Recherche.;0;53;0;0;0;0
Maurice, le coq chanteur devenu le symbole d’une ruralité menacée;0;10;0;1;1;0
Classer les bruits de la campagne au « patrimoine national »;1;9;0;0;0;0
Maurice, déprimé, qui ne chanterait plus comme avant;0;8;0;1;1;0
 Le couple de retraités de 68 ans et habitants de la Haute-Vienne, possède la maison depuis 2007, un bien secondaire qu’ils occuperaient, selon Mme Fesseau, « que quinze jours dans l’année ».;1;29;4;1;1;0
 « Il faut tenter de se voir, d’avancer vers le règlement amiable qui n’est autre qu’un litige de voisinage, comme on en a beaucoup ici », explique-t-il.;1;26;0;0;0;1
 Il lui apporte son soutien dans une lettre ouverte, et souhaite faire classer les bruits de la campagne au « patrimoine national ».;1;22;0;0;0;0
 Une position partagée par Me Julien Papineau, avocat du couple Fesseau, qui aimerait « que les deux parties se retrouvent autour d’un apéritif, comme on le fait là-bas ».;1;27;4;1;1;0
 Des premiers courriers sont adressés à Corinne Fesseau à l’été 2017, « ça a ensuite été sans arrêt, tous les quinze jours j’avais une lettre de leur part », témoigne-t-elle, désemparée.;1;30;2;1;1;1
 Irrité par ce type de situations récurrentes, l’édile décide de prendre un arrêté pour préserver « les modes de vie liés à la campagne, notamment pour ce qui concerne la présence des animaux de la ferme ».;1;36;0;0;0;0
 « Un coq doit vivre, c’est joyeux Il doit chanter Peut-être qu’après tout ce tapage, il rechantera Mais on n’en est même pas sûr » Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique MAZDA 3 6900 € 77 MASERATI GRANTURISMO 45000 € 58 MASERATI LEVANTE 89990 € 69 Recherche Dans la même rubrique Services MASERATI GRANTURISMO 45000 € 58 LEXUS LS 17990 € 95 KIA RIO 6990 € 74 Recherche.;;76;2;0;0;0
Société Depuis deux ans, un litige oppose la propriétaire d’un coq à ses voisins, qui ne supportent pas son chant.;0;20;1;0;0;0
 Devenu une figure locale, l’animal a le soutien d’élus locaux et de dizaines de milliers d’anonymes.;0;17;0;0;0;0
 Tout a commencé en 2015.;0;5;0;0;0;0
 Corinne Fesseau, chanteuse emblématique de l’île d’Oléron depuis trente-cinq ans, résidente de la commune de Saint-Pierre-d’Oléron (Charente-Maritime), se fait offrir un poussin marans, une race de gallinacé protégée, pour agrandir sa basse-cour.;0;33;7;1;1;0
 Mais ce qu’elle pense devenir une poule se révèle en réalité être un coq.;0;15;0;0;0;0
 Mauricette devient Maurice, et malgré la situation incongrue, la Saint-Pierroise décide de garder l’animal qu’elle affectionne.;0;17;3;1;1;0
 En 2017, le coq devient adulte, et commence ses premières vocalises.;0;11;0;0;0;0
 Rapidement, les habitants d’une des maisons mitoyennes du lotissement se trouvent incommodés par le bruit matinal du coq.;0;19;0;0;0;0
 Mais les plaignants arguent que le coq est arrivé bien après leur installation et que la nuisance est désormais intolérable.;0;21;0;0;0;0
 La situation prend rapidement une ampleur considérable.;0;8;0;0;0;0
 En juillet 2018, un huissier vient enregistrer le chant du coq trois fois à la demande des plaignants, qui constituent un dossier.;0;21;0;0;0;0
 Maurice devient une figure locale et obtient le soutien d’élus.;0;11;0;1;1;0
 Une communauté se forme autour de sa propriétaire, déjà bien connue dans l’île.;0;14;0;0;0;0
 Corinne Fesseau lance alors deux pétitions en ligne, qui ont récolté conjointement près de 100 000 signatures.;0;15;1;1;1;0
 Elle rassemble autour de sa cause grâce à son association Les Coqs d’Oléron en colère, et le soutien indéfectible du maire de Saint-Pierre-d’Oléron, Christophe Sueur (divers droite).;0;27;8;1;1;0
 La zone concernée est pour lui à préserver, avec ses mouettes, ses cloches, ses grenouilles, tout ce qui incarne la ruralité.;0;22;0;0;0;0
 C’est ensuite à Bruno Dionis du Séjour, agriculteur retraité et maire de Gajac (Gironde), de voler au secours de Corinne Fesseau.;0;21;7;1;1;0
 Car l’histoire du coq Maurice pourrait être celle de trop, et alimente la colère des élus locaux et des riverains engagés, qui tentent de sauvegarder l’authenticité des communes.;0;29;1;1;1;0
 L’affaire devait aller devant la justice, au tribunal de Rochefort, jeudi 6 juin, mais celle-ci a finalement été renvoyée au 4 juillet.;0;20;1;0;1;0
 Le sort de Maurice, lui, reste toujours en suspens.;0;10;1;1;1;0
 Si Corinne Fesseau a aménagé sa cabane pour qu’il soit enfermé jusqu’à 8 h 30 et limiter les nuisances, son effort n’est pas encore suffisant pour les plaignants.;0;27;2;1;1;0
 Leur avocat, Me Vincent Huberdeau, désire désormais qu’une médiation soit ouverte, afin d’éviter un procès et régler le litige rapidement.;0;20;3;1;1;0
 Corinne Fesseau, quant à elle, n’est pas enchantée à l’idée d’accueillir ceux qu’elle n’a jamais entendus qu’à travers des invectives lancées par-dessus le mur mitoyen.;0;26;1;1;1;0
 Mais le plus important reste le sort de Maurice, déprimé, qui ne chanterait plus comme avant.;0;17;1;1;1;0
Migrants : le Mexique tente d’échapper à la menace américaine des droits de douane;0;13;1;0;1;0
Intransigeance américaine;0;2;0;0;0;0
Refonte des règles d’asile;0;4;0;0;0;0
 « Il ne faut pas qu’ils [les Mexicains] permettent aux gens de traverser leur pays ».;1;15;1;0;0;0
 La hausse est due « à ce qui se passe dans les pays d’origine, mais aussi au fait que les migrants savent qu’ils ne seront pas expulsés s’ils sont avec un enfant », a affirmé sur CNN une responsable des gardes-frontières américains, Carla Provost.;1;43;5;1;1;1
 Selon elle, 230 000 mineurs ont été appréhendés depuis le début de l’année, « chiffre sans précédent ».;1;15;0;0;0;0
 Le ministre a précisé que 6 000 gardes nationaux seraient « déployés » à la frontière sud du Mexique.;1;16;1;0;1;0
 « C’est vraiment une invasion sans canons », a-t-il insisté.;1;9;0;0;0;1
 Alors que la journaliste lui signalait que le Mexique était un « allié » des Etats-Unis par un accord de libre-échange, il a rétorqué : « Comment définit-on un allié  » Il a ensuite dénoncé les passages de criminels et de drogue à travers la frontière américano-mexicaine.;2;43;5;0;1;1
 « Je suis optimiste, on va arriver à un accord », a estimé le président mexicain, Andres Manuel Lopez Obrador, qui a annoncé qu’il se rendrait samedi à la frontière pour défendre « la dignité du Mexique ».;2;35;5;1;1;2
 Interrogé jeudi soir par la chaîne Fox News, le président américain a estimé que ce projet était « quelque chose de beau » face à une « invasion » d’immigrés.;2;27;2;0;0;0
International Mexique Le pays a annoncé déployer 6 000 hommes pour empêcher les clandestins de transiter sur son territoire, afin d’éviter que les Etats-Unis ne mettent à exécution, à parti de lundi, leur menace de droits de douane.;0;36;4;0;1;0
 Le Mexique a annoncé, jeudi 6 juin, déployer 6 000 hommes pour empêcher les clandestins de transiter sur son territoire.;0;17;1;0;1;0
 Une mesure qui vise à échapper à la menace de droits de douane que brandissent les Etats-Unis pour sanctionner le laxisme présumé du pays face aux migrants entrant illégalement sur le territoire américain.;0;34;2;0;1;0
 Confirmée, à Washington, par le chef de la diplomatie mexicaine, Marcelo Ebrard, cette mesure est venue s’ajouter à d’autres gestes destinés à amadouer le président Donald Trump.;0;28;5;1;1;0
 Parmi ceux-ci, les autorités mexicaines ont décrété le gel des comptes bancaires de vingt-six passeurs présumés de clandestins, le renvoi d’une centaine de Honduriens dans leur pays et l’arrestation de militants des droits des migrants.;0;36;1;0;0;0
 La veille, elles avaient stoppé environ 1 200 migrants qui venaient d’entrer au Mexique depuis le Guatemala.;0;15;2;0;1;0
 Trump accuse Mexico de ne rien faire – ou presque – pour entraver le passage sur son sol des Centraméricains qui, se déplaçant en groupes importants, finissent par pénétrer clandestinement aux Etats-Unis pour y demander l’asile.;0;36;4;1;1;0
 Ebrard, dépêché dans la capitale fédérale américaine, a pour mission de faire fléchir sur les taxes douanières la Maison Blanche, qui affiche son intransigeance.;0;24;2;1;1;0
 Dans l’Etat du Chiapas, dans le sud du pays, des journalistes de l’Agence France-Presse (AFP) ont constaté une plus grande présence policière et militaire sur les routes empruntées par les migrants.;0;32;8;0;1;0
 Donald Trump, qui a fait de la lutte contre l’immigration clandestine une de ses priorités, menace d’appliquer lundi une taxe de 5 % sur tous les biens provenant du Mexique.;0;30;2;1;1;0
 Les droits de douane pourraient augmenter progressivement jusqu’à 25 % le 1er octobre si Mexico n’aide pas davantage les Etats-Unis à endiguer les arrivées de migrants en provenance d’Amérique centrale.;0;29;4;0;1;0
 Les Etats-Unis veulent que le Mexique renforce ses contrôles frontaliers et lutte davantage contre la corruption de ses gardes-frontières.;0;20;3;0;1;0
 Mais, surtout, Washington exige que Mexico, en tant que premier pays sûr sur la route des demandeurs d’asile, s’engage à les prendre en charge sur son propre sol.;0;29;2;0;1;0
 Son homologue américain, lui, ne rentrera que vendredi soir à Washington, après avoir assisté en Europe aux commémorations du Débarquement de 1944.;0;22;3;0;1;0
 Il est peu probable qu’un accord soit conclu en son absence.;0;12;0;0;0;0
 En attendant, les négociateurs progressent.;0;6;0;0;0;0
 Selon le quotidien Washington Post, le Mexique s’est engagé à construire davantage de centres de rétention et de points de contrôle pour dissuader les migrants.;0;26;3;0;1;0
 Les négociateurs ont également envisagé une refonte des règles d’asile sur le continent pour que les demandes soient examinées dans le premier pays où les migrants clandestins posent pied, sur le modèle pratiqué dans l’Union européenne.;0;37;1;0;1;0
 Les Etats-Unis pourraient ainsi renvoyer les demandeurs d’asile guatémaltèques vers le Mexique, et les Honduriens et Salvadoriens vers le Guatemala.;0;21;6;0;1;0
 La grande majorité des 144 000 migrants arrêtés ou refoulés en mai à la frontière sud des Etats-Unis étaient originaires de ces trois pays, parmi les plus pauvres et les plus violents du continent.;0;33;2;0;1;0
 La plupart ont déposé une demande d’asile aux Etats-Unis, ce qui oblige les autorités à examiner leur dossier.;0;19;2;0;1;0
 A l’arrivée de Donald Trump à la Maison Blanche, seuls 20 000 migrants étaient arrêtés chaque mois à la frontière.;0;19;4;1;1;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique FORD FUSION 5200 € 83 ROLLS ROYCE GHOST 155000 € 98 VOLVO V90 CROSS COUNTRY 60990 € 88 Recherche Dans la même rubrique Services LEXUS LS 17990 € 95 KIA RIO 6990 € 74 FORD FUSION 5200 € 83 Recherche.;0;56;0;0;0;0
A Bruxelles, la grande alliance des droites extrêmes est compromise;0;10;1;0;1;0
 Farage avec la Ligue n’ont rien donné, et le Britannique, large vainqueur du scrutin européen dans son pays, a indiqué qu’il ne franchirait pas la « ligne rouge » d’une alliance avec Mme Le Pen.;1;33;5;1;1;1
 La « mission historique », selon ses propres termes, que se serait vu assignée, par ses électeurs, le ministre italien de l’intérieur, qui jugeait possible de « changer les règles des bureaucrates et des banquiers », a donc tourné court.;2;37;0;0;0;0
International Union européenne Le Parti du Brexit et le PiS polonais refusent de se joindre à Marine Le Pen et Matteo Salvini.;0;22;11;1;1;0
 Article réservé aux abonnés Les rêves de Marine Le Pen et Matteo Salvini resteront… des rêves.;0;17;6;1;1;0
 Il n’a, en effet, pas fallu longtemps, après les élections européennes du 26 mai, pour que la construction d’une grande alliance des droites extrêmes qu’ils annonçaient s’effondre.;0;27;0;0;0;0
 Successivement, le Parti du Brexit de Nigel Farage (29 sièges) et le parti Droit et justice (PiS, 26 sièges) en Pologne ont indiqué, mercredi 5 juin, qu’ils ne se joindraient pas à la vaste union qu’envisageaient les dirigeants du Rassemblement national et de la Ligue italienne.;0;46;10;1;1;0
 Il souhaite, indique-t-il, réformer son groupe Europe de la liberté et de la démocratie directe (EFDD), qui comptait dans la précédente législature 42 membres, dont les élus du Mouvement 5 étoiles italien et six Français, dissidents de l’ex-Front national.;0;40;8;0;1;1
 La vérité, à en croire des sources parlementaires, c’est que M.;0;12;1;0;0;0
 Farage a même du mal à maintenir son groupe à flot.;0;12;0;1;1;0
 Les statuts du Parlement européen ne reconnaissent des groupes politiques – et ne leur allouent des moyens en proportion de leur importance – qu’à condition qu’ils rassemblent au moins 7 partis nationaux et 25 élus.;0;36;1;0;1;0
 Or, l’EFDD n’en était au dernier décompte officiel, jeudi 6 juin, qu’à trois partis – dont le Mouvement 5 étoiles (M5S) et ses 14 députés.;0;25;7;0;1;0
 Mais ces derniers négocient en fait pour trouver un autre point de chute : ils ont sollicité les Verts et les libéraux de l’ALDE.;0;24;5;0;1;0
 Farage pourrait donc être contraint, avant le Brexit, d’aller pointer chez les non inscrits, une cohorte d’élus privés des moyens et des temps de parole des groupes constitués.;0;28;1;1;1;0
 Le PiS goûte peu la sympathie de M.;0;9;3;0;1;0
 Salvini, de Mme Le Pen et de l’Alternative pour l’Allemagne (AfD) pour la Russie de Vladimir Poutine Le PiS, quant à lui, goûte peu la sympathie de M.;0;29;14;1;1;0
 Salvini, de Mme Le Pen et de l’Alternative pour l’Allemagne (AfD) pour la Russie de Vladimir Poutine.;0;17;10;1;1;0
 Il restera donc au sein du groupe des Conservateurs et réformistes européens, d’autant plus qu’il va en constituer le noyau dur, avec une délégation forte de 26 élus, autour de laquelle devraient s’agréger quatre députés tory britanniques et, bientôt, les nouveaux élus du Forum pour la démocratie (FvD) du Néerlandais Thierry Baudet.;0;53;7;0;1;0
 Une arrivée qui pourrait toutefois effrayer les Belges de l’Alliance néoflamande (N-VA), le parti nationaliste, qui n’apprécie pas son discours radical.;0;22;5;0;1;0
 Cette constellation d’eurosceptiques, qui sera sans doute dirigée par un Polonais, rassemble pour l’instant 64 eurodéputés.;0;17;1;0;1;0
Chaque année, 11 200 tonnes de déchets plastiques français contaminent la Méditerranée;0;11;1;0;1;0
« Nous sommes dopés au plastique »;1;5;0;0;0;0
 « Nous sommes dopés au plastique, déplore Isabelle Autissier Il faut que cela s’arrête : nous devons en consommer moins et les industriels doivent cessent d’aller vers cette solution qui est la plus facile et la moins chère » Le fait que des particuliers prennent des initiatives pour réduire les déchets constitue, selon elle, un « signal intéressant », mais les industriels doivent aussi « jouer le jeu ».;3;63;4;1;1;0
 Pour le WWF, si les gouvernements, l’industrie et la population s’engagent collectivement et entreprennent des actions à l’échelle nationale, ils pourront parvenir dès 2030 au « zéro fuite de plastique » dans la nature et en Méditerranée.;1;36;4;0;1;0
Planète Pollutions Un rapport du WWF dénonce le « torrent de plastique » que les pays méditerranéens, dont la France, rejettent en mer.;1;21;6;0;1;0
 « Nous devons poursuivre nos efforts pour que cela change, affirme Isabelle Autissier, présidente du WWF France Car même si la Méditerranée est l’une des mers les plus polluées par les plastiques – et que les fuites de plastique augmentent de 40 % en période touristique –, il y reste encore de la biodiversité Dans un certain nombre de cas, le point de non-retour n’est pas passé et on peut encore restaurer les écosystèmes » Pour l’organisation environnementale, « les politiques publiques actuelles proposent des mesures trop limitées pour réduire la production et l’utilisation de plastiques ».;2;93;10;1;1;1
 Il faut en parallèle assurer le développement des produits réutilisables (avec notamment l’intégration d’un système de consigne sur tous les emballages) et garantir la « recyclabilité » des plastiques restants.;1;29;0;0;0;0
 La Méditerranée étouffe.;0;4;1;0;0;0
 Près de 600 000 tonnes de plastique y sont déversées chaque année, selon un rapport publié vendredi 7 juin par le Fonds mondial pour la nature (WWF), à la veille de la journée mondiale de l’océan.;0;35;4;0;1;0
 Parmi les 22 pays de la région méditerranéenne, la France fait figure de mauvaise élève.;0;16;1;0;1;0
 Rien qu’en 2016, elle a généré à elle seule 4,5 millions de tonnes de déchets plastiques (l’équivalent de 66 kg par Français), ce qui fait d’elle le plus gros producteur de déchets plastiques de la région.;0;34;1;0;0;0
 Si l’essentiel est incinéré (40 %), enfoui (36 %) ou recyclé (22 %), il n’en reste pas moins que 80 000 tonnes atterrissent chaque année dans la nature.;0;25;0;0;0;0
 Cela conduit, logiquement, à la contamination des eaux méditerranéennes : 11 200 tonnes de déchets plastiques français y pénètrent chaque année, l’essentiel (79 %) provenant des activités côtières – tourisme et activités de loisir, notamment.;0;33;0;0;0;0
 Le reste est dragué par les fleuves (12 %) ou découle directement des activités maritimes (9 %), comme la pêche, l’aquaculture ou le transport maritime.;0;24;0;0;0;0
 Si un cinquième de cette pollution plastique aura rejoint les côtes françaises en l’espace d’un an, le reste restera en mer, contaminant les fonds marins (11 %) et les eaux de surface (66 %).;0;33;0;0;0;0
 Sur les côtes françaises, la concentration de débris plastiques à la surface est particulièrement élevée dans la baie de Marseille (1 000 km2), à Nice (578 km2) et même en Corse (112 km2), relève le WWF.;0;33;6;0;1;0
 Cette pollution pèse sur l’économie des secteurs du tourisme, du commerce maritime et de la pêche, coûtant à la France quelque 73 millions d’euros par an.;0;26;1;0;1;0
 Elle estime que la France doit avant tout réduire sa consommation, ce qui passe notamment par le développement du vrac et l’interdiction du plastique dans de nouveaux secteurs, comme celui de la vente à emporter.;0;36;1;0;1;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique VOLVO V90 CROSS COUNTRY 60990 € 88 MASERATI LEVANTE 89990 € 69 MERCEDES 300 2800 € 77 Recherche Dans la même rubrique Services CHEVROLET SUBURBAN 29800 € 33 SUZUKI SWIFT 10000 € 77 MAZDA 3 6900 € 77 Recherche.;0;55;0;0;0;0
Pour « en finir avec l’anarchie », Anne Hidalgo interdit aux trottinettes de stationner sur les trottoirs de Paris;1;17;3;1;1;0
Interdiction de stationner sur les trottoirs;0;6;0;0;0;0
Le retard de la loi;0;5;0;0;0;0
 « Les trottinettes, c’est d’abord un progrès, un mode de locomotion propre et sans bruit, souligne Thomas Lauret, un élu macroniste du 16e arrondissement Il ne faut donc pas l’interdire, mais mieux le réguler » Juridiquement, surtout, l’équipe d’Anne Hidalgo se sentait désarmée en attendant que la loi sur les mobilités fixe un cadre précis.;1;54;6;1;1;1
 Face au mécontentement grandissant des habitants, la maire socialiste de Paris a annoncé, jeudi 6 juin, une série d’actions destinées à « en finir avec l’anarchie ».;1;24;1;0;0;1
 « Nous avons commencé en janvier à verbaliser les trottinettes roulant sur les trottoirs ou garées de façon gênante, nous en envoyons chaque jour à la fourrière, explique la maire Mais si nous étions allés au-delà, nous aurions eu des contentieux que nous aurions perdus » Au fil des mois, cependant, la loi espérée n’a cessé de prendre du retard, tandis que la multiplication des trottinettes suscitait de plus en plus d’énervement.;1;71;2;0;0;1
 « Le critère social est un élément-clé si l’on veut que le rechargement des batteries soit bien fait, en toute sécurité, plaide Stéphane MacMillan, de Circ Chez nous, il n’y a pas d’entrepreneurs payés à la pièce, uniquement des contrats à durée indéterminée » D’autres restent sceptiques.;1;46;6;1;1;1
 « Cette activité doit être en phase avec les valeurs de notre ville », a-t-elle plaidé, citant la lutte contre le travail précaire et contre l’« ubérisation de notre société ».;2;28;0;0;0;1
 « Réduire la vitesse ne suffit pas, il faut interdire les trottinettes en free-floating », juge, de son côté, Danielle Simonnet, élue parisienne de La France insoumise.;1;26;4;1;1;1
 « Il y en a aujourd’hui plus de 20 000, c’est beaucoup trop », estime la maire.;1;15;0;0;0;1
 « Trois opérateurs avec 5 000 trottinettes chacun, ce serait bien », avance Jean-Louis Missika, l’adjoint chargé de l’urbanisme.;1;17;3;1;1;1
 Le 16 mai, ses adjoints ont joué une ultime carte « soft », en faisant signer à tous les opérateurs une charte de bonne conduite et en les implorant de réduire leur flotte.;1;31;0;0;0;0
 « En quelques mois, Bird est passé d’environ 2 000 à 20 000 véhicules, pour tenter de s’imposer à Paris », avance Antoine Couret, de Geo4cast.;1;22;5;1;1;1
 « Pourquoi attendre pour initier l’appel d’offres alors qu’il pourrait être lancé dès aujourd’hui  », demande Delphine Bürkli, la maire du 9e arrondissement.;1;22;2;1;1;1
Politique Mobilité La Ville de Paris va lancer un appel d’offres pour ramener de douze à seulement deux ou trois le nombre de sociétés autorisées à exploiter ces véhicules.;0;29;4;0;1;0
 Par ailleurs, leur vitesse sera bridée.;0;7;0;0;0;0
 Grand tournant pour les trottinettes électriques.;0;7;0;0;0;0
 Après avoir laissé ces nouveaux véhicules envahir la ville, pris quelques mesures peu efficaces, puis misé sur la bonne volonté des exploitants, Anne Hidalgo s’est résolue à employer la méthode forte.;0;32;2;1;1;0
 Principale décision : la Ville de Paris entend lancer dans quelques mois un appel d’offres pour ramener à deux ou trois seulement le nombre de sociétés autorisées à exploiter des trottinettes en libre-service dans la capitale.;0;36;2;0;1;0
 Une vraie rupture, puisque ces entreprises avaient jusqu’à présent une totale liberté pour s’installer.;0;15;0;0;0;0
 Ce qui a abouti à la présence dans les rues de la capitale de pas moins de douze concurrents : Lime, Bird, Bolt, VOI, Circ, etc.;0;26;7;0;1;0
 Le futur appel d’offres fixera le nombre maximum de trottinettes autorisé dans la ville.;0;15;0;0;0;0
 Ce chiffre est d’ailleurs sans doute sous-évalué.;0;8;0;0;0;0
 En réalité, entre 35 000 et 40 000 seraient disponibles, d’après les données collectées par la société Geo4cast.;0;16;1;0;1;0
 Or, aux yeux des responsables de l’Hôtel de ville, 12 000 à 15 000 suffiraient pour répondre aux besoins sans rendre la ville impraticable.;0;22;1;0;1;0
 L’appel d’offres, qui interviendra une fois que la loi sur les mobilités actuellement en discussion à l’Assemblée nationale sera votée, comportera des clauses sociales et environnementales, a précisé Anne Hidalgo.;0;31;3;1;1;1
 Il faudra sans doute que les entreprises s’engagent à payer correctement le personnel chargé de poser et de reprendre chaque jour les véhicules.;0;24;0;0;0;0
 D’autres mesures sont annoncées à plus court terme.;0;9;0;0;0;0
 D’abord, Anne Hidalgo compte prendre un arrêté commun avec le préfet de police pour interdire le stationnement des trottinettes sur les trottoirs.;0;23;2;1;1;0
 Ces véhicules, jusqu’à présent tolérés aux endroits où ils ne gênaient pas, par exemple entre deux arbres, devront désormais utiliser uniquement les places de stationnement sur la chaussée, qu’ils partageront avec les voitures et les motos.;0;37;0;0;0;0
 Ensuite, la Mairie de Paris va demander aux opérateurs de brider la vitesse de leurs appareils.;0;17;2;0;1;0
 De 25 km/h aujourd’hui, la vitesse maximale devra tomber à 20 km/h, et même à 8 km/h dans les aires piétonnes et zones de rencontre.;0;23;0;0;0;0
 L’équipe d’Anne Hidalgo va également inciter les sociétés à réduire leur flotte.;0;13;2;1;1;0
 Enfin, un arrêté municipal va interdire la circulation des trottinettes dans les parcs et jardins.;0;16;0;0;0;0
 Pendant un an, la Mairie de Paris a, comme d’autres grandes villes, assisté à l’essor des trottinettes électriques sans oser intervenir trop brutalement.;0;24;2;0;1;0
 Elles ont même été regardées avec bienveillance.;0;8;0;0;0;0
 Cibles des critiques : les engins abandonnés au milieu des trottoirs, les utilisateurs qui slaloment hors des pistes cyclables, filent à toute allure et se mettent parfois à deux sur le même véhicule.;0;33;0;0;0;0
 Les accidents se sont multipliés, même si aucun chiffre officiel n’est disponible.;0;13;0;0;0;0
 Et des victimes veulent maintenant se retourner contre la Ville, accusée d’être responsable du désordre.;0;16;1;0;0;0
 Politiquement, le dossier montait, et risquait de devenir un point noir pour Anne Hidalgo dans sa future campagne électorale.;0;20;2;1;1;0
 Certains, comme le leader, Lime, ont joué le jeu.;0;10;1;0;1;0
 Mais pas tous, et le nombre total de trottinettes a continué à grimper.;0;14;0;0;0;0
 Sous pression, Anne Hidalgo a donc fini par opter pour une régulation bien plus stricte.;0;16;2;1;1;0
 Certains s’en réjouissent, y compris parmi les exploitants de trottinettes.;0;11;0;0;0;0
 Les débats sur le sujet au prochain Conseil de Paris, à partir du 11 juin, s’annoncent tendus.;0;16;2;0;1;0
 Les plus lus Édition du jour Daté du samedi 8 juin Lire le journal numérique Dans la même rubrique Services MERCEDES 300 2800 € 77 RENAULT VEL SATIS 4500 € 38 JEEP COMPASS 38900 € 92 Recherche.;0;38;0;0;0;0
Deux étudiantes canadiennes enlevées au Ghana;0;6;1;0;1;0
Un pays pacifique et paisible;0;5;0;0;0;0
 Il a appelé toutefois les Ghanéens à « rapporter tout acte suspect à la police ».;1;15;1;0;0;0
